0,47,264,ironman.png,418,597
1,56,309,ironman.png,418,597
2,66,347,ironman.png,418,597
3,86,389,ironman.png,418,597
4,108,431,ironman.png,418,597
5,133,468,ironman.png,418,597
6,152,496,ironman.png,418,597
7,170,519,ironman.png,418,597
8,214,523,ironman.png,418,597
9,253,520,ironman.png,418,597
10,272,497,ironman.png,418,597
11,296,470,ironman.png,418,597
12,316,433,ironman.png,418,597
13,338,390,ironman.png,418,597
14,365,348,ironman.png,418,597
15,373,308,ironman.png,418,597
16,379,261,ironman.png,418,597
17,63,231,ironman.png,418,597
18,91,216,ironman.png,418,597
19,124,209,ironman.png,418,597
20,156,219,ironman.png,418,597
21,182,235,ironman.png,418,597
22,242,236,ironman.png,418,597
23,264,219,ironman.png,418,597
24,295,208,ironman.png,418,597
25,328,216,ironman.png,418,597
26,358,232,ironman.png,418,597
27,210,277,ironman.png,418,597
28,211,310,ironman.png,418,597
29,211,341,ironman.png,418,597
30,213,370,ironman.png,418,597
31,176,386,ironman.png,418,597
32,192,396,ironman.png,418,597
33,215,402,ironman.png,418,597
34,235,396,ironman.png,418,597
35,252,383,ironman.png,418,597
36,83,262,ironman.png,418,597
37,108,254,ironman.png,418,597
38,139,255,ironman.png,418,597
39,163,266,ironman.png,418,597
40,141,271,ironman.png,418,597
41,109,274,ironman.png,418,597
42,262,265,ironman.png,418,597
43,278,255,ironman.png,418,597
44,319,254,ironman.png,418,597
45,340,269,ironman.png,418,597
46,319,277,ironman.png,418,597
47,281,275,ironman.png,418,597
48,157,439,ironman.png,418,597
49,183,431,ironman.png,418,597
50,200,429,ironman.png,418,597
51,217,438,ironman.png,418,597
52,230,430,ironman.png,418,597
53,249,433,ironman.png,418,597
54,276,444,ironman.png,418,597
55,256,461,ironman.png,418,597
56,235,468,ironman.png,418,597
57,218,473,ironman.png,418,597
58,202,469,ironman.png,418,597
59,183,464,ironman.png,418,597
60,176,449,ironman.png,418,597
61,202,448,ironman.png,418,597
62,217,453,ironman.png,418,597
63,230,449,ironman.png,418,597
64,258,449,ironman.png,418,597
65,232,458,ironman.png,418,597
66,219,462,ironman.png,418,597
67,203,459,ironman.png,418,597